epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,1408.429931640625,0.001,1408.429931640625,1010.9873046875,1010.9873046875
1,1159.3843994140625,0.001,1159.3843994140625,976.7941284179688,976.7941284179688
2,1134.53173828125,0.001,1134.53173828125,953.012939453125,953.012939453125
3,1113.8974609375,0.001,1113.8974609375,960.5,960.5
4,1106.6328125,0.001,1106.6328125,955.4189453125,955.4189453125
5,1098.0594482421875,0.001,1098.0594482421875,936.9392700195312,936.9392700195312
6,1088.3826904296875,0.001,1088.3826904296875,943.3177490234375,943.3177490234375
7,1085.9522705078125,0.001,1085.9522705078125,928.257080078125,928.257080078125
8,1076.540283203125,0.001,1076.540283203125,928.4933471679688,928.4933471679688
9,1073.944580078125,0.001,1073.944580078125,972.4149169921875,972.4149169921875
10,1067.750732421875,0.001,1067.750732421875,922.1588745117188,922.1588745117188
11,1062.481689453125,0.001,1062.481689453125,913.2055053710938,913.2055053710938
12,1054.8555908203125,0.001,1054.8555908203125,911.7872314453125,911.7872314453125
13,1051.059326171875,0.001,1051.059326171875,916.359619140625,916.359619140625
14,1045.16357421875,0.001,1045.16357421875,904.5380249023438,904.5380249023438
15,1037.1756591796875,0.001,1037.1756591796875,894.6299438476562,894.6299438476562
16,1032.658935546875,0.001,1032.658935546875,896.5404663085938,896.5404663085938
17,1024.971923828125,0.001,1024.971923828125,900.4961547851562,900.4961547851562
18,1023.7140502929688,0.001,1023.7140502929688,895.2784423828125,895.2784423828125
19,1018.8461303710938,0.001,1018.8461303710938,900.380615234375,900.380615234375
20,1016.6075439453125,0.001,1016.6075439453125,919.7711181640625,919.7711181640625
21,1004.5449829101562,0.00020000001,1004.5449829101562,882.7242431640625,882.7242431640625
22,1002.1134643554688,0.00020000001,1002.1134643554688,882.268310546875,882.268310546875
23,1004.8681030273438,0.00020000001,1004.8681030273438,881.0554809570312,881.0554809570312
24,999.243408203125,0.00020000001,999.243408203125,879.5681762695312,879.5681762695312
25,997.7474975585938,0.00020000001,997.7474975585938,880.9781494140625,880.9781494140625
26,997.656982421875,0.00020000001,997.656982421875,882.215087890625,882.215087890625
27,997.5386962890625,0.00020000001,997.5386962890625,881.2006225585938,881.2006225585938
28,998.7437744140625,0.00020000001,998.7437744140625,883.35986328125,883.35986328125
29,999.56103515625,0.00020000001,999.56103515625,880.0714111328125,880.0714111328125
30,993.4912109375,4.0000003e-05,993.4912109375,879.535400390625,879.535400390625
31,993.4556884765625,4.0000003e-05,993.4556884765625,880.1505737304688,880.1505737304688
32,996.6408081054688,4.0000003e-05,996.6408081054688,878.87646484375,878.87646484375
33,991.513671875,4.0000003e-05,991.513671875,877.125732421875,877.125732421875
34,993.6971435546875,4.0000003e-05,993.6971435546875,877.01708984375,877.01708984375
35,991.236572265625,4.0000003e-05,991.236572265625,877.226318359375,877.226318359375
36,994.5343627929688,4.0000003e-05,994.5343627929688,880.6964721679688,880.6964721679688
37,993.9495849609375,4.0000003e-05,993.9495849609375,879.3779296875,879.3779296875
38,992.9537353515625,4.0000003e-05,992.9537353515625,878.5493774414062,878.5493774414062
39,994.1605834960938,4.0000003e-05,994.1605834960938,879.7085571289062,879.7085571289062
40,993.9705200195312,8.000001e-06,993.9705200195312,877.8521118164062,877.8521118164062
41,992.569580078125,8.000001e-06,992.569580078125,877.5289916992188,877.5289916992188
42,993.130615234375,8.000001e-06,993.130615234375,876.6910400390625,876.6910400390625
43,991.4322509765625,8.000001e-06,991.4322509765625,877.91552734375,877.91552734375
44,992.7730102539062,8.000001e-06,992.7730102539062,877.4850463867188,877.4850463867188
45,992.4166870117188,8.000001e-06,992.4166870117188,878.7589111328125,878.7589111328125
46,991.9969482421875,8.000001e-06,991.9969482421875,879.8719482421875,879.8719482421875
47,993.2655029296875,8.000001e-06,993.2655029296875,878.0200805664062,878.0200805664062
48,992.291259765625,1.6000001e-06,992.291259765625,877.8948364257812,877.8948364257812
49,991.2579345703125,1.6000001e-06,991.2579345703125,878.2301025390625,878.2301025390625
50,989.98291015625,1.6000001e-06,989.98291015625,877.702392578125,877.702392578125
51,992.3505249023438,1.6000001e-06,992.3505249023438,878.0016479492188,878.0016479492188
52,994.3929443359375,1.6000001e-06,994.3929443359375,877.8989868164062,877.8989868164062
