epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,1230.0382080078125,0.001,1230.0382080078125,978.3304443359375,978.3304443359375
1,1095.870849609375,0.001,1095.870849609375,952.0511474609375,952.0511474609375
2,1081.760009765625,0.001,1081.760009765625,953.8265991210938,953.8265991210938
3,1071.1812744140625,0.001,1071.1812744140625,942.888671875,942.888671875
4,1059.4537353515625,0.001,1059.4537353515625,953.75244140625,953.75244140625
5,1050.247314453125,0.001,1050.247314453125,926.5828857421875,926.5828857421875
6,1038.0294189453125,0.001,1038.0294189453125,913.6776733398438,913.6776733398438
7,1027.17529296875,0.001,1027.17529296875,908.92431640625,908.92431640625
8,1021.3229370117188,0.001,1021.3229370117188,904.3045654296875,904.3045654296875
9,1012.7081298828125,0.001,1012.7081298828125,912.7703247070312,912.7703247070312
10,1009.2081909179688,0.001,1009.2081909179688,890.5592041015625,890.5592041015625
11,1002.0729370117188,0.001,1002.0729370117188,889.7350463867188,889.7350463867188
12,1000.8380126953125,0.001,1000.8380126953125,895.9313354492188,895.9313354492188
13,991.8973388671875,0.001,991.8973388671875,898.4175415039062,898.4175415039062
14,986.7705078125,0.001,986.7705078125,880.9338989257812,880.9338989257812
15,981.351318359375,0.001,981.351318359375,872.6152954101562,872.6152954101562
16,975.5380249023438,0.001,975.5380249023438,872.4071655273438,872.4071655273438
17,971.85693359375,0.001,971.85693359375,873.3604736328125,873.3604736328125
18,967.8511962890625,0.001,967.8511962890625,874.443603515625,874.443603515625
19,966.0101318359375,0.001,966.0101318359375,866.4664306640625,866.4664306640625
20,962.18212890625,0.001,962.18212890625,867.0883178710938,867.0883178710938
21,953.6625366210938,0.001,953.6625366210938,876.3307495117188,876.3307495117188
22,951.5072021484375,0.001,951.5072021484375,873.1316528320312,873.1316528320312
23,948.2559814453125,0.001,948.2559814453125,865.5709228515625,865.5709228515625
24,943.3306884765625,0.001,943.3306884765625,862.38720703125,862.38720703125
25,943.9179077148438,0.001,943.9179077148438,870.3114013671875,870.3114013671875
26,942.8778076171875,0.001,942.8778076171875,860.8763427734375,860.8763427734375
27,938.6602783203125,0.001,938.6602783203125,867.9161987304688,867.9161987304688
28,936.4563598632812,0.001,936.4563598632812,853.3958740234375,853.3958740234375
29,930.0872802734375,0.001,930.0872802734375,857.250244140625,857.250244140625
30,929.6243286132812,0.001,929.6243286132812,864.7664794921875,864.7664794921875
31,926.9481201171875,0.001,926.9481201171875,854.74462890625,854.74462890625
32,923.3486328125,0.001,923.3486328125,861.2037963867188,861.2037963867188
33,921.512939453125,0.001,921.512939453125,850.2604370117188,850.2604370117188
34,919.7728881835938,0.001,919.7728881835938,860.3010864257812,860.3010864257812
35,918.474365234375,0.001,918.474365234375,852.0233154296875,852.0233154296875
36,917.2627563476562,0.001,917.2627563476562,853.7327270507812,853.7327270507812
37,915.2838134765625,0.001,915.2838134765625,851.4210815429688,851.4210815429688
38,914.6036376953125,0.001,914.6036376953125,855.26513671875,855.26513671875
39,906.8114013671875,0.00020000001,906.8114013671875,849.068115234375,849.068115234375
40,903.8903198242188,0.00020000001,903.8903198242188,843.5089111328125,843.5089111328125
41,904.4105834960938,0.00020000001,904.4105834960938,845.0485229492188,845.0485229492188
42,904.3191528320312,0.00020000001,904.3191528320312,843.2314453125,843.2314453125
43,901.5477294921875,0.00020000001,901.5477294921875,843.6581420898438,843.6581420898438
44,900.6104125976562,0.00020000001,900.6104125976562,843.1652221679688,843.1652221679688
45,900.5872192382812,0.00020000001,900.5872192382812,843.3854370117188,843.3854370117188
46,900.9937744140625,0.00020000001,900.9937744140625,846.6742553710938,846.6742553710938
47,900.067626953125,0.00020000001,900.067626953125,841.4251708984375,841.4251708984375
48,901.022216796875,0.00020000001,901.022216796875,841.5018920898438,841.5018920898438
49,901.56494140625,0.00020000001,901.56494140625,842.9423217773438,842.9423217773438
50,900.2284545898438,0.00020000001,900.2284545898438,843.6483764648438,843.6483764648438
51,898.023681640625,0.00020000001,898.023681640625,844.3134765625,844.3134765625
52,897.6007080078125,0.00020000001,897.6007080078125,843.2088012695312,843.2088012695312
53,896.3518676757812,4.0000003e-05,896.3518676757812,841.004638671875,841.004638671875
54,896.9373168945312,4.0000003e-05,896.9373168945312,840.91845703125,840.91845703125
55,895.7147216796875,4.0000003e-05,895.7147216796875,839.6719970703125,839.6719970703125
56,896.2752075195312,4.0000003e-05,896.2752075195312,838.5643920898438,838.5643920898438
57,898.0755004882812,4.0000003e-05,898.0755004882812,840.9767456054688,840.9767456054688
58,895.3499755859375,4.0000003e-05,895.3499755859375,839.9465942382812,839.9465942382812
59,895.34912109375,4.0000003e-05,895.34912109375,840.216064453125,840.216064453125
60,894.7216796875,4.0000003e-05,894.7216796875,840.4254150390625,840.4254150390625
61,895.5064697265625,4.0000003e-05,895.5064697265625,840.57177734375,840.57177734375
62,894.0159912109375,8.000001e-06,894.0159912109375,839.9334716796875,839.9334716796875
63,894.6713256835938,8.000001e-06,894.6713256835938,839.9796142578125,839.9796142578125
64,894.1948852539062,8.000001e-06,894.1948852539062,840.0775756835938,840.0775756835938
65,894.9595947265625,8.000001e-06,894.9595947265625,839.6473999023438,839.6473999023438
66,896.2674560546875,8.000001e-06,896.2674560546875,840.2777099609375,840.2777099609375
