epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,1224.0660400390625,0.001,1224.0660400390625,996.2046508789062,996.2046508789062
1,1092.086181640625,0.001,1092.086181640625,949.5286865234375,949.5286865234375
2,1070.615478515625,0.001,1070.615478515625,943.19921875,943.19921875
3,1059.5196533203125,0.001,1059.5196533203125,934.8787231445312,934.8787231445312
4,1048.160888671875,0.001,1048.160888671875,924.5381469726562,924.5381469726562
5,1037.3717041015625,0.001,1037.3717041015625,912.7186279296875,912.7186279296875
6,1023.087890625,0.001,1023.087890625,900.1835327148438,900.1835327148438
7,1011.748291015625,0.001,1011.748291015625,900.9556884765625,900.9556884765625
8,1003.9640502929688,0.001,1003.9640502929688,900.67626953125,900.67626953125
9,995.99169921875,0.001,995.99169921875,890.4876708984375,890.4876708984375
10,993.1701049804688,0.001,993.1701049804688,892.2100830078125,892.2100830078125
11,988.6559448242188,0.001,988.6559448242188,877.4813842773438,877.4813842773438
12,981.52490234375,0.001,981.52490234375,889.7984619140625,889.7984619140625
13,977.092529296875,0.001,977.092529296875,881.6402587890625,881.6402587890625
14,973.3922119140625,0.001,973.3922119140625,890.1063842773438,890.1063842773438
15,969.5704956054688,0.001,969.5704956054688,880.3177490234375,880.3177490234375
16,966.2110595703125,0.001,966.2110595703125,872.4080810546875,872.4080810546875
17,964.4483032226562,0.001,964.4483032226562,866.9400634765625,866.9400634765625
18,958.5525512695312,0.001,958.5525512695312,871.2561645507812,871.2561645507812
19,959.8980712890625,0.001,959.8980712890625,865.8820190429688,865.8820190429688
20,955.2322998046875,0.001,955.2322998046875,878.1055297851562,878.1055297851562
21,952.6994018554688,0.001,952.6994018554688,859.7955932617188,859.7955932617188
22,949.5441284179688,0.001,949.5441284179688,861.6312866210938,861.6312866210938
23,947.794921875,0.001,947.794921875,869.8197021484375,869.8197021484375
24,945.7054443359375,0.001,945.7054443359375,867.55224609375,867.55224609375
25,943.1683959960938,0.001,943.1683959960938,863.8639526367188,863.8639526367188
26,939.59619140625,0.001,939.59619140625,859.0816040039062,859.0816040039062
27,938.3421630859375,0.001,938.3421630859375,862.8860473632812,862.8860473632812
28,937.6892700195312,0.001,937.6892700195312,858.7332153320312,858.7332153320312
29,933.02978515625,0.001,933.02978515625,858.6361083984375,858.6361083984375
30,933.195556640625,0.001,933.195556640625,850.7940673828125,850.7940673828125
31,928.6139526367188,0.001,928.6139526367188,852.856201171875,852.856201171875
32,926.9229125976562,0.001,926.9229125976562,855.98681640625,855.98681640625
33,922.7037963867188,0.001,922.7037963867188,852.757568359375,852.757568359375
34,923.928466796875,0.001,923.928466796875,852.5391845703125,852.5391845703125
35,919.3154907226562,0.001,919.3154907226562,854.3279418945312,854.3279418945312
36,913.67041015625,0.00020000001,913.67041015625,845.3175048828125,845.3175048828125
37,910.1778564453125,0.00020000001,910.1778564453125,848.6968994140625,848.6968994140625
38,910.5245361328125,0.00020000001,910.5245361328125,845.3274536132812,845.3274536132812
39,911.257568359375,0.00020000001,911.257568359375,847.8008422851562,847.8008422851562
40,909.6876831054688,0.00020000001,909.6876831054688,851.8051147460938,851.8051147460938
41,907.8945922851562,0.00020000001,907.8945922851562,847.396240234375,847.396240234375
42,904.3329467773438,4.0000003e-05,904.3329467773438,846.0020141601562,846.0020141601562
43,906.3126831054688,4.0000003e-05,906.3126831054688,846.03857421875,846.03857421875
44,906.2586059570312,4.0000003e-05,906.2586059570312,845.379638671875,845.379638671875
45,906.5333862304688,4.0000003e-05,906.5333862304688,846.5679321289062,846.5679321289062
46,906.2421875,4.0000003e-05,906.2421875,844.2950439453125,844.2950439453125
47,905.4071655273438,4.0000003e-05,905.4071655273438,845.2371215820312,845.2371215820312
48,903.8468627929688,4.0000003e-05,903.8468627929688,843.0263061523438,843.0263061523438
49,903.704345703125,4.0000003e-05,903.704345703125,844.3649291992188,844.3649291992188
50,905.998046875,4.0000003e-05,905.998046875,843.84228515625,843.84228515625
51,903.6571655273438,4.0000003e-05,903.6571655273438,845.775146484375,845.775146484375
52,906.884033203125,4.0000003e-05,906.884033203125,843.974609375,843.974609375
53,905.399658203125,4.0000003e-05,905.399658203125,843.2440185546875,843.2440185546875
54,903.5524291992188,8.000001e-06,903.5524291992188,844.7223510742188,844.7223510742188
55,905.269287109375,8.000001e-06,905.269287109375,844.351806640625,844.351806640625
56,902.1792602539062,8.000001e-06,902.1792602539062,843.7207641601562,843.7207641601562
57,905.6077880859375,8.000001e-06,905.6077880859375,843.386474609375,843.386474609375
58,903.3799438476562,8.000001e-06,903.3799438476562,844.5721435546875,844.5721435546875
