epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,1170.90185546875,0.001,1170.90185546875,965.8749389648438,965.8749389648438
1,1100.560791015625,0.001,1100.560791015625,942.3334350585938,942.3334350585938
2,1083.5460205078125,0.001,1083.5460205078125,950.275390625,950.275390625
3,1064.7337646484375,0.001,1064.7337646484375,924.654296875,924.654296875
4,1043.674072265625,0.001,1043.674072265625,944.4554443359375,944.4554443359375
5,1028.3192138671875,0.001,1028.3192138671875,905.1614990234375,905.1614990234375
6,1015.1588745117188,0.001,1015.1588745117188,889.6848754882812,889.6848754882812
7,1002.8544311523438,0.001,1002.8544311523438,897.8615112304688,897.8615112304688
8,990.2152099609375,0.001,990.2152099609375,877.8424072265625,877.8424072265625
9,980.0680541992188,0.001,980.0680541992188,874.7225952148438,874.7225952148438
10,968.9296875,0.001,968.9296875,882.816162109375,882.816162109375
11,961.8331909179688,0.001,961.8331909179688,865.496826171875,865.496826171875
12,954.4842529296875,0.001,954.4842529296875,874.0403442382812,874.0403442382812
13,946.1097412109375,0.001,946.1097412109375,862.7680053710938,862.7680053710938
14,939.77880859375,0.001,939.77880859375,871.2026977539062,871.2026977539062
15,933.5563354492188,0.001,933.5563354492188,867.2846069335938,867.2846069335938
16,926.4585571289062,0.001,926.4585571289062,861.552978515625,861.552978515625
17,919.7037353515625,0.001,919.7037353515625,860.2642822265625,860.2642822265625
18,917.3906860351562,0.001,917.3906860351562,859.1121826171875,859.1121826171875
19,909.4112548828125,0.001,909.4112548828125,865.0838012695312,865.0838012695312
20,907.17822265625,0.001,907.17822265625,851.3856201171875,851.3856201171875
21,902.9569702148438,0.001,902.9569702148438,847.3778076171875,847.3778076171875
22,898.679443359375,0.001,898.679443359375,850.3610229492188,850.3610229492188
23,894.8416137695312,0.001,894.8416137695312,852.80419921875,852.80419921875
24,891.1666870117188,0.001,891.1666870117188,853.8585205078125,853.8585205078125
25,889.7021484375,0.001,889.7021484375,842.865478515625,842.865478515625
26,885.9703979492188,0.001,885.9703979492188,844.434814453125,844.434814453125
27,884.291259765625,0.001,884.291259765625,850.1773071289062,850.1773071289062
28,881.09716796875,0.001,881.09716796875,840.7258911132812,840.7258911132812
29,879.3106689453125,0.001,879.3106689453125,840.8421630859375,840.8421630859375
30,877.3265991210938,0.001,877.3265991210938,835.2680053710938,835.2680053710938
31,877.41162109375,0.001,877.41162109375,840.7208862304688,840.7208862304688
32,875.7208862304688,0.001,875.7208862304688,839.215087890625,839.215087890625
33,872.9915771484375,0.001,872.9915771484375,839.5128173828125,839.5128173828125
34,871.9486083984375,0.001,871.9486083984375,840.7855224609375,840.7855224609375
35,869.6349487304688,0.001,869.6349487304688,841.012451171875,841.012451171875
36,859.4644165039062,0.00020000001,859.4644165039062,829.9786376953125,829.9786376953125
37,860.4503173828125,0.00020000001,860.4503173828125,831.2188720703125,831.2188720703125
38,859.6063232421875,0.00020000001,859.6063232421875,830.6823120117188,830.6823120117188
39,860.1044921875,0.00020000001,860.1044921875,830.9470825195312,830.9470825195312
40,860.0693359375,0.00020000001,860.0693359375,832.9053344726562,832.9053344726562
41,858.999755859375,0.00020000001,858.999755859375,829.7969360351562,829.7969360351562
42,857.5274658203125,0.00020000001,857.5274658203125,829.808349609375,829.808349609375
43,857.9274291992188,0.00020000001,857.9274291992188,829.5130615234375,829.5130615234375
44,856.4844360351562,0.00020000001,856.4844360351562,828.4672241210938,828.4672241210938
45,856.9017944335938,0.00020000001,856.9017944335938,828.883544921875,828.883544921875
46,856.203125,0.00020000001,856.203125,829.7650146484375,829.7650146484375
47,855.1912841796875,0.00020000001,855.1912841796875,829.5918579101562,829.5918579101562
48,855.2442626953125,0.00020000001,855.2442626953125,828.4705810546875,828.4705810546875
49,855.5948486328125,0.00020000001,855.5948486328125,830.5106201171875,830.5106201171875
50,853.7553100585938,4.0000003e-05,853.7553100585938,827.6065063476562,827.6065063476562
51,853.9066772460938,4.0000003e-05,853.9066772460938,827.5740966796875,827.5740966796875
52,854.1950073242188,4.0000003e-05,854.1950073242188,826.9153442382812,826.9153442382812
53,852.007568359375,4.0000003e-05,852.007568359375,827.3596801757812,827.3596801757812
54,853.0393676757812,4.0000003e-05,853.0393676757812,827.1134033203125,827.1134033203125
55,853.1986694335938,4.0000003e-05,853.1986694335938,827.12255859375,827.12255859375
56,854.5975341796875,4.0000003e-05,854.5975341796875,827.8630981445312,827.8630981445312
57,852.866455078125,4.0000003e-05,852.866455078125,827.3946533203125,827.3946533203125
58,852.549560546875,8.000001e-06,852.549560546875,827.0912475585938,827.0912475585938
59,852.9150390625,8.000001e-06,852.9150390625,827.2247314453125,827.2247314453125
60,851.2005615234375,8.000001e-06,851.2005615234375,826.9788208007812,826.9788208007812
61,851.8636474609375,8.000001e-06,851.8636474609375,827.2476806640625,827.2476806640625
62,853.6005249023438,8.000001e-06,853.6005249023438,827.0047607421875,827.0047607421875
